date,day_of_week,is_weekend,menu,qty_sold(판매량(인분)),temp_avg_c,rain_mm,living_population_avg,pop_index,is_event
2026-02-28,Saturday,1,제육볶음,41,9.3,0,17049.5,97.9,0
2026-02-28,Saturday,1,냉면,22,9.3,0,17049.5,97.9,0
2026-02-28,Saturday,1,된장찌개,37,9.3,0,17049.5,97.9,0
2026-03-01,Sunday,1,김치찌개,57,9.1,0,15882,91.2,0
2026-03-01,Sunday,1,제육볶음,36,9.1,0,15882,91.2,0
2026-03-01,Sunday,1,냉면,28,9.1,0,15882,91.2,0
2026-03-01,Sunday,1,된장찌개,35,9.1,0,15882,91.2,0
2026-03-02,Monday,0,김치찌개,51,4.9,12.2,15063.4,86.5,0
2026-03-02,Monday,0,제육볶음,39,4.9,12.2,15063.4,86.5,0
2026-03-02,Monday,0,냉면,16,4.9,12.2,15063.4,86.5,0
2026-03-02,Monday,0,된장찌개,25,4.9,12.2,15063.4,86.5,0
2026-03-03,Tuesday,0,김치찌개,60,5.9,1.3,17459.2,100.2,0
2026-03-03,Tuesday,0,제육볶음,44,5.9,1.3,17459.2,100.2,0
2026-03-03,Tuesday,0,냉면,19,5.9,1.3,17459.2,100.2,0
2026-03-03,Tuesday,0,된장찌개,28,5.9,1.3,17459.2,100.2,0
2026-03-04,Wednesday,0,김치찌개,41,6,0,17864.3,102.5,0
2026-03-04,Wednesday,0,제육볶음,30,6,0,17864.3,102.5,0
2026-03-04,Wednesday,0,냉면,22,6,0,17864.3,102.5,0
2026-03-04,Wednesday,0,된장찌개,32,6,0,17864.3,102.5,0
2026-03-05,Thursday,0,김치찌개,56,6,15.5,17580.6,100.9,0
2026-03-05,Thursday,0,제육볶음,42,6,15.5,17580.6,100.9,0
2026-03-05,Thursday,0,냉면,16,6,15.5,17580.6,100.9,0
2026-03-05,Thursday,0,된장찌개,32,6,15.5,17580.6,100.9,0
2026-03-06,Friday,0,김치찌개,44,1.9,0,17291.4,99.3,0
2026-03-06,Friday,0,제육볶음,36,1.9,0,17291.4,99.3,0
2026-03-06,Friday,0,냉면,22,1.9,0,17291.4,99.3,0
2026-03-06,Friday,0,된장찌개,31,1.9,0,17291.4,99.3,0
2026-03-07,Saturday,1,김치찌개,65,1,0,16119,92.5,0
2026-03-07,Saturday,1,제육볶음,45,1,0,16119,92.5,0
2026-03-07,Saturday,1,냉면,27,1,0,16119,92.5,0
2026-03-07,Saturday,1,된장찌개,35,1,0,16119,92.5,0
2026-03-08,Sunday,1,김치찌개,46,2,0,15757,90.4,0
2026-03-08,Sunday,1,제육볶음,41,2,0,15757,90.4,0
2026-03-08,Sunday,1,냉면,18,2,0,15757,90.4,0
2026-03-08,Sunday,1,된장찌개,38,2,0,15757,90.4,0
2026-03-09,Monday,0,김치찌개,45,4.5,0,17535,100.7,0
2026-03-09,Monday,0,제육볶음,34,4.5,0,17535,100.7,0
2026-03-09,Monday,0,냉면,19,4.5,0,17535,100.7,0
2026-03-09,Monday,0,된장찌개,30,4.5,0,17535,100.7,0
2026-03-10,Tuesday,0,김치찌개,43,3.9,0,17429.7,100.1,0
2026-03-10,Tuesday,0,제육볶음,38,3.9,0,17429.7,100.1,0
2026-03-10,Tuesday,0,냉면,21,3.9,0,17429.7,100.1,0
2026-03-10,Tuesday,0,된장찌개,27,3.9,0,17429.7,100.1,0
2026-03-11,Wednesday,0,김치찌개,40,4.5,0,17668.3,101.4,0
2026-03-11,Wednesday,0,제육볶음,33,4.5,0,17668.3,101.4,0
2026-03-11,Wednesday,0,냉면,21,4.5,0,17668.3,101.4,0
2026-03-11,Wednesday,0,된장찌개,28,4.5,0,17668.3,101.4,0
2026-03-12,Thursday,0,김치찌개,47,7.1,0,17641.2,101.3,0
2026-03-12,Thursday,0,제육볶음,42,7.1,0,17641.2,101.3,0
2026-03-12,Thursday,0,냉면,21,7.1,0,17641.2,101.3,0
2026-03-12,Thursday,0,된장찌개,24,7.1,0,17641.2,101.3,0
2026-03-13,Friday,0,김치찌개,67,7.6,0,17640,101.3,1
2026-03-13,Friday,0,제육볶음,47,7.6,0,17640,101.3,1
2026-03-13,Friday,0,냉면,32,7.6,0,17640,101.3,1
2026-03-13,Friday,0,된장찌개,41,7.6,0,17640,101.3,1
2026-03-14,Saturday,1,김치찌개,55,8.1,0,16243.8,93.2,1
2026-03-14,Saturday,1,제육볶음,58,8.1,0,16243.8,93.2,1
2026-03-14,Saturday,1,냉면,34,8.1,0,16243.8,93.2,1
2026-03-14,Saturday,1,된장찌개,36,8.1,0,16243.8,93.2,1
2026-03-15,Sunday,1,김치찌개,52,7.4,0.1,15694.2,90.1,0
2026-03-15,Sunday,1,제육볶음,41,7.4,0.1,15694.2,90.1,0
2026-03-15,Sunday,1,냉면,24,7.4,0.1,15694.2,90.1,0
2026-03-15,Sunday,1,된장찌개,35,7.4,0.1,15694.2,90.1,0
2026-03-16,Monday,0,김치찌개,50,7.4,0,17329.8,99.5,0
2026-03-16,Monday,0,제육볶음,34,7.4,0,17329.8,99.5,0
2026-03-16,Monday,0,냉면,24,7.4,0,17329.8,99.5,0
2026-03-16,Monday,0,된장찌개,30,7.4,0,17329.8,99.5,0
2026-03-17,Tuesday,0,김치찌개,44,8.8,0,17562.8,100.8,0
2026-03-17,Tuesday,0,제육볶음,35,8.8,0,17562.8,100.8,0
2026-03-17,Tuesday,0,냉면,19,8.8,0,17562.8,100.8,0
2026-03-17,Tuesday,0,된장찌개,22,8.8,0,17562.8,100.8,0
2026-03-18,Wednesday,0,김치찌개,53,6.8,4.8,17216.4,98.8,0
2026-03-18,Wednesday,0,제육볶음,34,6.8,4.8,17216.4,98.8,0
2026-03-18,Wednesday,0,냉면,18,6.8,4.8,17216.4,98.8,0
2026-03-18,Wednesday,0,된장찌개,29,6.8,4.8,17216.4,98.8,0
2026-03-19,Thursday,0,김치찌개,35,6.1,0,17513.7,100.5,0
2026-03-19,Thursday,0,제육볶음,36,6.1,0,17513.7,100.5,0
2026-03-19,Thursday,0,냉면,19,6.1,0,17513.7,100.5,0
2026-03-19,Thursday,0,된장찌개,28,6.1,0,17513.7,100.5,0
2026-03-20,Friday,0,김치찌개,43,7.5,0,17563.4,100.8,0
2026-03-20,Friday,0,제육볶음,37,7.5,0,17563.4,100.8,0
2026-03-20,Friday,0,냉면,28,7.5,0,17563.4,100.8,0
2026-03-20,Friday,0,된장찌개,31,7.5,0,17563.4,100.8,0
2026-03-21,Saturday,1,김치찌개,55,8.4,0,16550.5,95,0
2026-03-21,Saturday,1,제육볶음,35,8.4,0,16550.5,95,0
2026-03-21,Saturday,1,냉면,33,8.4,0,16550.5,95,0
2026-03-21,Saturday,1,된장찌개,39,8.4,0,16550.5,95,0
2026-03-22,Sunday,1,김치찌개,56,11,0,15959.7,91.6,0
2026-03-22,Sunday,1,제육볶음,44,11,0,15959.7,91.6,0
2026-03-22,Sunday,1,냉면,27,11,0,15959.7,91.6,0
2026-03-22,Sunday,1,된장찌개,32,11,0,15959.7,91.6,0
2026-03-23,Monday,0,김치찌개,45,11.9,0,17405.4,99.9,0
2026-03-23,Monday,0,제육볶음,31,11.9,0,17405.4,99.9,0
2026-03-23,Monday,0,냉면,22,11.9,0,17405.4,99.9,0
2026-03-23,Monday,0,된장찌개,20,11.9,0,17405.4,99.9,0
2026-03-24,Tuesday,0,김치찌개,36,12.9,0,17631.7,101.2,0
2026-03-24,Tuesday,0,제육볶음,40,12.9,0,17631.7,101.2,0
2026-03-24,Tuesday,0,냉면,23,12.9,0,17631.7,101.2,0
2026-03-24,Tuesday,0,된장찌개,24,12.9,0,17631.7,101.2,0
2026-03-25,Wednesday,0,김치찌개,42,12.8,0,17816.1,102.3,0
2026-03-25,Wednesday,0,제육볶음,27,12.8,0,17816.1,102.3,0
2026-03-25,Wednesday,0,냉면,27,12.8,0,17816.1,102.3,0
2026-03-25,Wednesday,0,된장찌개,29,12.8,0,17816.1,102.3,0
2026-03-26,Thursday,0,김치찌개,42,12.1,0,17664,101.4,0
2026-03-26,Thursday,0,제육볶음,40,12.1,0,17664,101.4,0
2026-03-26,Thursday,0,냉면,20,12.1,0,17664,101.4,0
2026-03-26,Thursday,0,된장찌개,31,12.1,0,17664,101.4,0
2026-03-27,Friday,0,김치찌개,42,11.4,0,17882.5,102.7,0
2026-03-27,Friday,0,제육볶음,32,11.4,0,17882.5,102.7,0
2026-03-27,Friday,0,냉면,25,11.4,0,17882.5,102.7,0
2026-03-27,Friday,0,된장찌개,35,11.4,0,17882.5,102.7,0
2026-03-28,Saturday,1,김치찌개,49,12.2,0,16983.1,97.5,0
2026-03-28,Saturday,1,제육볶음,37,12.2,0,16983.1,97.5,0
2026-03-28,Saturday,1,냉면,24,12.2,0,16983.1,97.5,0
2026-03-28,Saturday,1,된장찌개,30,12.2,0,16983.1,97.5,0
2026-03-29,Sunday,1,김치찌개,36,13.6,0,16438.1,94.4,0
2026-03-29,Sunday,1,제육볶음,34,13.6,0,16438.1,94.4,0
2026-03-29,Sunday,1,냉면,35,13.6,0,16438.1,94.4,0
2026-03-29,Sunday,1,된장찌개,34,13.6,0,16438.1,94.4,0
2026-03-30,Monday,0,김치찌개,44,16,1.8,17500.3,100.5,0
2026-03-30,Monday,0,제육볶음,34,16,1.8,17500.3,100.5,0
2026-03-30,Monday,0,냉면,23,16,1.8,17500.3,100.5,0
2026-03-30,Monday,0,된장찌개,35,16,1.8,17500.3,100.5,0
2026-03-31,Tuesday,0,김치찌개,49,14.2,8.2,17775.5,102,0
2026-03-31,Tuesday,0,제육볶음,41,14.2,8.2,17775.5,102,0
2026-03-31,Tuesday,0,냉면,22,14.2,8.2,17775.5,102,0
2026-03-31,Tuesday,0,된장찌개,28,14.2,8.2,17775.5,102,0
2026-04-01,Wednesday,0,김치찌개,43,13.3,0,17900.1,102.8,0
2026-04-01,Wednesday,0,제육볶음,34,13.3,0,17900.1,102.8,0
2026-04-01,Wednesday,0,냉면,19,13.3,0,17900.1,102.8,0
2026-04-01,Wednesday,0,된장찌개,29,13.3,0,17900.1,102.8,0
2026-04-02,Thursday,0,김치찌개,38,11.6,0,18223.8,104.6,0
2026-04-02,Thursday,0,제육볶음,43,11.6,0,18223.8,104.6,0
2026-04-02,Thursday,0,냉면,26,11.6,0,18223.8,104.6,0
2026-04-02,Thursday,0,된장찌개,26,11.6,0,18223.8,104.6,0
2026-04-03,Friday,0,김치찌개,47,14.7,0,18440.4,105.9,0
2026-04-03,Friday,0,제육볶음,38,14.7,0,18440.4,105.9,0
2026-04-03,Friday,0,냉면,27,14.7,0,18440.4,105.9,0
2026-04-03,Friday,0,된장찌개,29,14.7,0,18440.4,105.9,0
2026-04-04,Saturday,1,김치찌개,65,14.3,0,17361.7,99.7,1
2026-04-04,Saturday,1,제육볶음,48,14.3,0,17361.7,99.7,1
2026-04-04,Saturday,1,냉면,35,14.3,0,17361.7,99.7,1
2026-04-04,Saturday,1,된장찌개,35,14.3,0,17361.7,99.7,1
2026-04-05,Sunday,1,김치찌개,67,11.5,2.1,17382.6,99.8,0
2026-04-05,Sunday,1,제육볶음,54,11.5,2.1,17382.6,99.8,0
2026-04-05,Sunday,1,냉면,27,11.5,2.1,17382.6,99.8,0
2026-04-05,Sunday,1,된장찌개,39,11.5,2.1,17382.6,99.8,0
2026-04-06,Monday,0,김치찌개,46,10.2,1.2,17639.5,101.3,0
2026-04-06,Monday,0,제육볶음,41,10.2,1.2,17639.5,101.3,0
2026-04-06,Monday,0,냉면,22,10.2,1.2,17639.5,101.3,0
2026-04-06,Monday,0,된장찌개,27,10.2,1.2,17639.5,101.3,0
2026-04-07,Tuesday,0,김치찌개,34,8.2,0,18015,103.4,0
2026-04-07,Tuesday,0,제육볶음,30,8.2,0,18015,103.4,0
2026-04-07,Tuesday,0,냉면,20,8.2,0,18015,103.4,0
2026-04-07,Tuesday,0,된장찌개,31,8.2,0,18015,103.4,0
2026-04-08,Wednesday,0,김치찌개,50,10.3,0,18191.8,104.4,0
2026-04-08,Wednesday,0,제육볶음,33,10.3,0,18191.8,104.4,0
2026-04-08,Wednesday,0,냉면,22,10.3,0,18191.8,104.4,0
2026-04-08,Wednesday,0,된장찌개,27,10.3,0,18191.8,104.4,0
2026-04-09,Thursday,0,김치찌개,49,10.6,18.9,17441.4,100.1,0
2026-04-09,Thursday,0,제육볶음,41,10.6,18.9,17441.4,100.1,0
2026-04-09,Thursday,0,냉면,19,10.6,18.9,17441.4,100.1,0
2026-04-09,Thursday,0,된장찌개,33,10.6,18.9,17441.4,100.1,0
2026-04-10,Friday,0,김치찌개,54,10.3,5.1,17626.8,101.2,0
2026-04-10,Friday,0,제육볶음,46,10.3,5.1,17626.8,101.2,0
2026-04-10,Friday,0,냉면,22,10.3,5.1,17626.8,101.2,0
2026-04-10,Friday,0,된장찌개,31,10.3,5.1,17626.8,101.2,0
2026-04-11,Saturday,1,김치찌개,61,10.9,0,16848.8,96.7,0
2026-04-11,Saturday,1,제육볶음,47,10.9,0,16848.8,96.7,0
2026-04-11,Saturday,1,냉면,22,10.9,0,16848.8,96.7,0
2026-04-11,Saturday,1,된장찌개,30,10.9,0,16848.8,96.7,0
2026-04-12,Sunday,1,김치찌개,53,14.9,0,16558,95,0
2026-04-12,Sunday,1,제육볶음,34,14.9,0,16558,95,0
2026-04-12,Sunday,1,냉면,33,14.9,0,16558,95,0
2026-04-12,Sunday,1,된장찌개,31,14.9,0,16558,95,0
2026-04-13,Monday,0,김치찌개,40,18.7,0,17628.5,101.2,1
2026-04-13,Monday,0,제육볶음,40,18.7,0,17628.5,101.2,1
2026-04-13,Monday,0,냉면,25,18.7,0,17628.5,101.2,1
2026-04-13,Monday,0,된장찌개,34,18.7,0,17628.5,101.2,1
2026-04-14,Tuesday,0,김치찌개,33,20.7,0,17875.4,102.6,0
2026-04-14,Tuesday,0,제육볶음,36,20.7,0,17875.4,102.6,0
2026-04-14,Tuesday,0,냉면,31,20.7,0,17875.4,102.6,0
2026-04-14,Tuesday,0,된장찌개,26,20.7,0,17875.4,102.6,0
2026-04-15,Wednesday,0,김치찌개,34,19.7,0,17886.6,102.7,0
2026-04-15,Wednesday,0,제육볶음,34,19.7,0,17886.6,102.7,0
2026-04-15,Wednesday,0,냉면,30,19.7,0,17886.6,102.7,0
2026-04-15,Wednesday,0,된장찌개,25,19.7,0,17886.6,102.7,0
2026-04-16,Thursday,0,김치찌개,40,19.8,0,17896.6,102.7,0
2026-04-16,Thursday,0,제육볶음,31,19.8,0,17896.6,102.7,0
2026-04-16,Thursday,0,냉면,26,19.8,0,17896.6,102.7,0
2026-04-16,Thursday,0,된장찌개,26,19.8,0,17896.6,102.7,0
2026-04-17,Friday,0,김치찌개,31,17.4,0,17672.6,101.4,0
2026-04-17,Friday,0,제육볶음,44,17.4,0,17672.6,101.4,0
2026-04-17,Friday,0,냉면,29,17.4,0,17672.6,101.4,0
2026-04-17,Friday,0,된장찌개,26,17.4,0,17672.6,101.4,0
2026-04-18,Saturday,1,김치찌개,39,19.2,0,16763.3,96.2,0
2026-04-18,Saturday,1,제육볶음,39,19.2,0,16763.3,96.2,0
2026-04-18,Saturday,1,냉면,39,19.2,0,16763.3,96.2,0
2026-04-18,Saturday,1,된장찌개,30,19.2,0,16763.3,96.2,0
2026-04-19,Sunday,1,김치찌개,42,21.6,0,16007,91.9,0
2026-04-19,Sunday,1,제육볶음,38,21.6,0,16007,91.9,0
2026-04-19,Sunday,1,냉면,28,21.6,0,16007,91.9,0
2026-04-19,Sunday,1,된장찌개,23,21.6,0,16007,91.9,0
2026-04-20,Monday,0,김치찌개,37,13.4,0.8,17248.9,99,0
2026-04-20,Monday,0,제육볶음,35,13.4,0.8,17248.9,99,0
2026-04-20,Monday,0,냉면,24,13.4,0.8,17248.9,99,0
2026-04-20,Monday,0,된장찌개,27,13.4,0.8,17248.9,99,0
2026-04-21,Tuesday,0,김치찌개,42,12.2,0,17514.9,100.5,0
2026-04-21,Tuesday,0,제육볶음,34,12.2,0,17514.9,100.5,0
2026-04-21,Tuesday,0,냉면,30,12.2,0,17514.9,100.5,0
2026-04-21,Tuesday,0,된장찌개,26,12.2,0,17514.9,100.5,0
2026-04-22,Wednesday,0,김치찌개,37,14.2,0,17533.5,100.6,0
2026-04-22,Wednesday,0,제육볶음,41,14.2,0,17533.5,100.6,0
2026-04-22,Wednesday,0,냉면,28,14.2,0,17533.5,100.6,0
2026-04-22,Wednesday,0,된장찌개,30,14.2,0,17533.5,100.6,0
2026-04-23,Thursday,0,김치찌개,37,17,0,17708.6,101.7,0
2026-04-23,Thursday,0,제육볶음,37,17,0,17708.6,101.7,0
2026-04-23,Thursday,0,냉면,22,17,0,17708.6,101.7,0
2026-04-23,Thursday,0,된장찌개,26,17,0,17708.6,101.7,0
2026-04-24,Friday,0,김치찌개,40,18,0,17790.4,102.1,0
2026-04-24,Friday,0,제육볶음,31,18,0,17790.4,102.1,0
2026-04-24,Friday,0,냉면,34,18,0,17790.4,102.1,0
2026-04-24,Friday,0,된장찌개,20,18,0,17790.4,102.1,0
2026-04-25,Saturday,1,김치찌개,34,18.2,0,16753.5,96.2,0
2026-04-25,Saturday,1,제육볶음,41,18.2,0,16753.5,96.2,0
2026-04-25,Saturday,1,냉면,35,18.2,0,16753.5,96.2,0
2026-04-25,Saturday,1,된장찌개,31,18.2,0,16753.5,96.2,0
2026-04-26,Sunday,1,김치찌개,47,17.8,0,16115.4,92.5,0
2026-04-26,Sunday,1,제육볶음,46,17.8,0,16115.4,92.5,0
2026-04-26,Sunday,1,냉면,34,17.8,0,16115.4,92.5,0
2026-04-26,Sunday,1,된장찌개,27,17.8,0,16115.4,92.5,0
2026-04-27,Monday,0,김치찌개,44,16.2,1.5,17416.4,100,0
2026-04-27,Monday,0,제육볶음,35,16.2,1.5,17416.4,100,0
2026-04-27,Monday,0,냉면,24,16.2,1.5,17416.4,100,0
2026-04-27,Monday,0,된장찌개,24,16.2,1.5,17416.4,100,0
2026-04-28,Tuesday,0,김치찌개,41,13.3,0.2,17468,100.3,0
2026-04-28,Tuesday,0,제육볶음,33,13.3,0.2,17468,100.3,0
2026-04-28,Tuesday,0,냉면,25,13.3,0.2,17468,100.3,0
2026-04-28,Tuesday,0,된장찌개,25,13.3,0.2,17468,100.3,0
2026-04-29,Wednesday,0,김치찌개,27,14.9,0,17901.9,102.8,0
2026-04-29,Wednesday,0,제육볶음,30,14.9,0,17901.9,102.8,0
2026-04-29,Wednesday,0,냉면,25,14.9,0,17901.9,102.8,0
2026-04-29,Wednesday,0,된장찌개,24,14.9,0,17901.9,102.8,0
2026-04-30,Thursday,0,김치찌개,39,17.4,0,18208,104.5,0
2026-04-30,Thursday,0,제육볶음,35,17.4,0,18208,104.5,0
2026-04-30,Thursday,0,냉면,32,17.4,0,18208,104.5,0
2026-04-30,Thursday,0,된장찌개,25,17.4,0,18208,104.5,0
2026-05-01,Friday,0,김치찌개,48,17.8,0,24516.8,140.7,0
2026-05-01,Friday,0,제육볶음,36,17.8,0,24516.8,140.7,0
2026-05-01,Friday,0,냉면,31,17.8,0,24516.8,140.7,0
2026-05-01,Friday,0,된장찌개,34,17.8,0,24516.8,140.7,0
2026-05-02,Saturday,1,김치찌개,64,17.3,1.4,18619.4,106.9,0
2026-05-02,Saturday,1,제육볶음,55,17.3,1.4,18619.4,106.9,0
2026-05-02,Saturday,1,냉면,28,17.3,1.4,18619.4,106.9,0
2026-05-02,Saturday,1,된장찌개,33,17.3,1.4,18619.4,106.9,0
2026-05-03,Sunday,1,김치찌개,58,13,14.8,16034.7,92,0
2026-05-03,Sunday,1,제육볶음,54,13,14.8,16034.7,92,0
2026-05-03,Sunday,1,냉면,26,13,14.8,16034.7,92,0
2026-05-03,Sunday,1,된장찌개,40,13,14.8,16034.7,92,0
2026-05-04,Monday,0,김치찌개,51,13.7,1.8,19772,113.5,0
2026-05-04,Monday,0,제육볶음,45,13.7,1.8,19772,113.5,0
2026-05-04,Monday,0,냉면,26,13.7,1.8,19772,113.5,0
2026-05-04,Monday,0,된장찌개,31,13.7,1.8,19772,113.5,0
2026-05-05,Tuesday,0,김치찌개,36,14.5,0,19883.5,114.1,0
2026-05-05,Tuesday,0,제육볶음,35,14.5,0,19883.5,114.1,0
2026-05-05,Tuesday,0,냉면,32,14.5,0,19883.5,114.1,0
2026-05-05,Tuesday,0,된장찌개,29,14.5,0,19883.5,114.1,0
2026-05-06,Wednesday,0,김치찌개,37,16.9,0,19165.4,110,0
2026-05-06,Wednesday,0,제육볶음,33,16.9,0,19165.4,110,0
2026-05-06,Wednesday,0,냉면,22,16.9,0,19165.4,110,0
2026-05-06,Wednesday,0,된장찌개,29,16.9,0,19165.4,110,0
2026-05-07,Thursday,0,김치찌개,52,15.4,2.7,18806.6,108,0
2026-05-07,Thursday,0,제육볶음,37,15.4,2.7,18806.6,108,0
2026-05-07,Thursday,0,냉면,24,15.4,2.7,18806.6,108,0
2026-05-07,Thursday,0,된장찌개,21,15.4,2.7,18806.6,108,0
2026-05-08,Friday,0,김치찌개,43,15.2,0,19891.1,114.2,0
2026-05-08,Friday,0,제육볶음,46,15.2,0,19891.1,114.2,0
2026-05-08,Friday,0,냉면,34,15.2,0,19891.1,114.2,0
2026-05-08,Friday,0,된장찌개,30,15.2,0,19891.1,114.2,0
2026-05-09,Saturday,1,김치찌개,50,15.9,0,19536.6,112.1,0
2026-05-09,Saturday,1,제육볶음,48,15.9,0,19536.6,112.1,0
2026-05-09,Saturday,1,냉면,33,15.9,0,19536.6,112.1,0
2026-05-09,Saturday,1,된장찌개,25,15.9,0,19536.6,112.1,0
2026-05-10,Sunday,1,김치찌개,48,17.1,0,18730.1,107.5,0
2026-05-10,Sunday,1,제육볶음,45,17.1,0,18730.1,107.5,0
2026-05-10,Sunday,1,냉면,39,17.1,0,18730.1,107.5,0
2026-05-10,Sunday,1,된장찌개,25,17.1,0,18730.1,107.5,0
2026-05-11,Monday,0,김치찌개,37,16.8,0.9,18062.6,103.7,0
2026-05-11,Monday,0,제육볶음,33,16.8,0.9,18062.6,103.7,0
2026-05-11,Monday,0,냉면,23,16.8,0.9,18062.6,103.7,0
2026-05-11,Monday,0,된장찌개,25,16.8,0.9,18062.6,103.7,0
2026-05-12,Tuesday,0,김치찌개,48,19.1,18.1,18475.5,106.1,0
2026-05-12,Tuesday,0,제육볶음,36,19.1,18.1,18475.5,106.1,0
2026-05-12,Tuesday,0,냉면,32,19.1,18.1,18475.5,106.1,0
2026-05-12,Tuesday,0,된장찌개,26,19.1,18.1,18475.5,106.1,0
2026-05-13,Wednesday,0,김치찌개,35,19.7,0,19047.7,109.3,0
2026-05-13,Wednesday,0,제육볶음,32,19.7,0,19047.7,109.3,0
2026-05-13,Wednesday,0,냉면,26,19.7,0,19047.7,109.3,0
